Store,Date,Units,Promo,Weekday
STORE1,1/8/2014,4,1,Wednesday
STORE1,1/9/2014,7,1,Thursday
STORE1,1/10/2014,5,1,Friday
STORE1,1/11/2014,3,1,Saturday
STORE1,1/12/2014,0,1,Sunday
STORE1,1/13/2014,0,0,Monday
STORE1,1/14/2014,0,0,Tuesday
STORE1,1/15/2014,0,0,Wednesday
STORE1,1/16/2014,0,0,Thursday
STORE1,1/17/2014,0,0,Friday
STORE1,1/18/2014,0,0,Saturday
STORE1,1/19/2014,0,0,Sunday
STORE1,1/20/2014,0,0,Monday
STORE1,1/21/2014,0,0,Tuesday
STORE1,1/22/2014,0,0,Wednesday
STORE1,1/23/2014,0,0,Thursday
STORE1,1/24/2014,0,0,Friday
STORE1,1/25/2014,0,0,Saturday
STORE1,1/26/2014,0,0,Sunday
STORE1,1/27/2014,0,0,Monday
STORE1,1/28/2014,0,1,Tuesday
STORE1,1/29/2014,14,1,Wednesday
STORE1,1/30/2014,10,1,Thursday
STORE1,1/31/2014,6,1,Friday
STORE1,2/1/2014,9,1,Saturday
STORE1,2/2/2014,0,1,Sunday
STORE1,2/3/2014,3,1,Monday
STORE1,2/4/2014,7,1,Tuesday
STORE1,2/5/2014,3,1,Wednesday
STORE1,2/6/2014,3,1,Thursday
STORE1,2/7/2014,8,1,Friday
STORE1,2/8/2014,17,1,Saturday
STORE1,2/9/2014,0,1,Sunday
STORE1,2/10/2014,3,1,Monday
STORE1,2/11/2014,12,1,Tuesday
STORE1,2/12/2014,11,1,Wednesday
STORE1,2/13/2014,7,1,Thursday
STORE1,2/14/2014,5,1,Friday
STORE1,2/15/2014,17,1,Saturday
STORE1,2/16/2014,0,1,Sunday
STORE1,2/17/2014,0,0,Monday
STORE1,2/18/2014,0,0,Tuesday
STORE1,2/19/2014,0,0,Wednesday
STORE1,2/20/2014,0,0,Thursday
STORE1,2/21/2014,2,0,Friday
STORE1,2/22/2014,0,0,Saturday
STORE1,2/23/2014,0,0,Sunday
STORE1,2/24/2014,0,0,Monday
STORE1,2/25/2014,0,0,Tuesday
STORE1,2/26/2014,0,0,Wednesday
STORE1,2/27/2014,0,0,Thursday
STORE1,2/28/2014,1,0,Friday
STORE1,3/1/2014,0,0,Saturday
STORE1,3/2/2014,0,0,Sunday
STORE1,3/3/2014,0,0,Monday
STORE1,3/4/2014,0,0,Tuesday
STORE1,3/5/2014,0,0,Wednesday
STORE1,3/6/2014,0,0,Thursday
STORE1,3/7/2014,2,0,Friday
STORE1,3/8/2014,0,0,Saturday
STORE1,3/9/2014,0,0,Sunday
STORE1,3/10/2014,0,0,Monday
STORE1,3/11/2014,1,0,Tuesday
STORE1,3/12/2014,0,0,Wednesday
STORE1,3/13/2014,0,0,Thursday
STORE1,3/14/2014,0,0,Friday
STORE1,3/15/2014,1,0,Saturday
STORE1,3/16/2014,0,0,Sunday
STORE1,3/17/2014,0,0,Monday
STORE1,3/18/2014,1,0,Tuesday
STORE1,3/19/2014,1,0,Wednesday
STORE1,3/20/2014,0,0,Thursday
STORE1,3/21/2014,0,0,Friday
STORE1,3/22/2014,0,0,Saturday
STORE1,3/23/2014,0,0,Sunday
STORE1,3/24/2014,0,1,Monday
STORE1,3/25/2014,12,1,Tuesday
STORE1,3/26/2014,4,1,Wednesday
STORE1,3/27/2014,3,1,Thursday
STORE1,3/28/2014,9,1,Friday
STORE1,3/29/2014,8,1,Saturday
STORE1,3/30/2014,0,1,Sunday
STORE1,3/31/2014,3,1,Monday
STORE1,4/1/2014,6,1,Tuesday
STORE1,4/2/2014,0,0,Wednesday
STORE1,4/3/2014,1,0,Thursday
STORE1,4/4/2014,0,0,Friday
STORE1,4/5/2014,0,0,Saturday
STORE1,4/6/2014,0,0,Sunday
STORE1,4/7/2014,0,0,Monday
STORE1,4/8/2014,0,0,Tuesday
STORE1,4/9/2014,0,0,Wednesday
STORE1,4/10/2014,0,0,Thursday
STORE1,4/11/2014,0,0,Friday
STORE1,4/12/2014,0,0,Saturday
STORE1,4/13/2014,0,0,Sunday
STORE1,4/14/2014,0,0,Monday
STORE1,4/15/2014,0,0,Tuesday
STORE1,4/16/2014,0,0,Wednesday
STORE1,4/17/2014,0,0,Thursday
STORE1,4/18/2014,0,0,Friday
STORE1,4/19/2014,0,0,Saturday
STORE1,4/20/2014,0,0,Sunday
STORE1,4/21/2014,0,0,Monday
STORE1,4/22/2014,0,0,Tuesday
STORE1,4/23/2014,0,0,Wednesday
STORE1,4/24/2014,0,0,Thursday
STORE1,4/25/2014,0,0,Friday
STORE1,4/26/2014,0,0,Saturday
STORE1,4/27/2014,0,0,Sunday
STORE1,4/28/2014,0,0,Monday
STORE1,4/29/2014,0,0,Tuesday
STORE1,4/30/2014,0,0,Wednesday
STORE1,5/1/2014,0,0,Thursday
STORE1,5/2/2014,0,0,Friday
STORE1,5/3/2014,0,0,Saturday
STORE1,5/4/2014,0,0,Sunday
STORE1,5/5/2014,1,0,Monday
STORE1,5/6/2014,0,0,Tuesday
STORE1,5/7/2014,0,0,Wednesday
STORE1,5/8/2014,0,0,Thursday
STORE1,5/9/2014,0,0,Friday
STORE1,5/10/2014,1,0,Saturday
STORE1,5/11/2014,0,0,Sunday
STORE1,5/12/2014,1,1,Monday
STORE1,5/13/2014,2,1,Tuesday
STORE1,5/14/2014,3,1,Wednesday
STORE1,5/15/2014,1,1,Thursday
STORE1,5/16/2014,6,1,Friday
STORE1,5/17/2014,1,1,Saturday
STORE1,5/18/2014,0,1,Sunday
STORE1,5/19/2014,1,1,Monday
STORE1,5/20/2014,3,1,Tuesday
STORE1,5/21/2014,4,1,Wednesday
STORE1,5/22/2014,1,1,Thursday
STORE1,5/23/2014,6,1,Friday
STORE1,5/24/2014,5,1,Saturday
STORE1,5/25/2014,0,1,Sunday
STORE1,5/26/2014,0,0,Monday
STORE1,5/27/2014,0,0,Tuesday
STORE1,5/28/2014,0,0,Wednesday
STORE1,5/29/2014,0,0,Thursday
STORE1,5/30/2014,0,0,Friday
STORE1,5/31/2014,0,0,Saturday
STORE1,6/1/2014,0,0,Sunday
STORE1,6/2/2014,0,0,Monday
STORE1,6/3/2014,0,0,Tuesday
STORE1,6/4/2014,0,0,Wednesday
STORE1,6/5/2014,0,0,Thursday
STORE1,6/6/2014,0,0,Friday
STORE1,6/7/2014,0,0,Saturday
STORE1,6/8/2014,0,0,Sunday
STORE1,6/9/2014,0,0,Monday
STORE1,6/10/2014,1,0,Tuesday
STORE1,6/11/2014,0,0,Wednesday
STORE1,6/12/2014,0,0,Thursday
STORE1,6/13/2014,0,0,Friday
STORE1,6/14/2014,0,0,Saturday
STORE1,6/15/2014,0,0,Sunday
STORE1,6/16/2014,0,0,Monday
STORE1,6/17/2014,0,0,Tuesday
STORE1,6/18/2014,0,0,Wednesday
STORE1,6/19/2014,0,0,Thursday
STORE1,6/20/2014,0,0,Friday
STORE1,6/21/2014,0,0,Saturday
STORE1,6/22/2014,0,0,Sunday
STORE1,6/23/2014,0,0,Monday
STORE1,6/24/2014,0,1,Tuesday
STORE1,6/25/2014,1,1,Wednesday
STORE1,6/26/2014,1,1,Thursday
STORE1,6/27/2014,4,1,Friday
STORE1,6/28/2014,7,1,Saturday
STORE1,6/29/2014,0,1,Sunday
STORE1,6/30/2014,2,1,Monday
STORE1,7/1/2014,2,1,Tuesday
STORE1,7/2/2014,7,1,Wednesday
STORE1,7/3/2014,0,0,Thursday
STORE1,7/4/2014,0,0,Friday
STORE1,7/5/2014,1,0,Saturday
STORE1,7/6/2014,0,0,Sunday
STORE1,7/7/2014,0,0,Monday
STORE1,7/8/2014,0,0,Tuesday
STORE1,7/9/2014,0,0,Wednesday
STORE1,7/10/2014,0,0,Thursday
STORE1,7/11/2014,0,0,Friday
STORE1,7/12/2014,0,0,Saturday
STORE1,7/13/2014,0,0,Sunday
STORE1,7/14/2014,1,0,Monday
STORE1,7/15/2014,0,0,Tuesday
STORE1,7/16/2014,0,0,Wednesday
STORE1,7/17/2014,0,0,Thursday
STORE1,7/18/2014,0,0,Friday
STORE1,7/19/2014,0,0,Saturday
STORE1,7/20/2014,0,0,Sunday
STORE1,7/21/2014,0,0,Monday
STORE1,7/22/2014,0,0,Tuesday
STORE1,7/23/2014,1,0,Wednesday
STORE1,7/24/2014,0,0,Thursday
STORE1,7/25/2014,0,0,Friday
STORE1,7/26/2014,0,0,Saturday
STORE1,7/27/2014,0,0,Sunday
STORE1,7/28/2014,0,0,Monday
STORE1,7/29/2014,6,1,Tuesday
STORE1,7/30/2014,5,1,Wednesday
STORE1,7/31/2014,8,1,Thursday
STORE1,8/1/2014,6,1,Friday
STORE1,8/2/2014,6,1,Saturday
STORE1,8/3/2014,0,1,Sunday
STORE1,8/4/2014,7,1,Monday
STORE1,8/5/2014,2,1,Tuesday
STORE1,8/6/2014,0,0,Wednesday
STORE1,8/7/2014,1,0,Thursday
STORE1,8/8/2014,1,0,Friday
STORE1,8/9/2014,0,0,Saturday
STORE1,8/10/2014,0,0,Sunday
STORE1,8/11/2014,0,0,Monday
STORE1,8/12/2014,2,0,Tuesday
STORE1,8/13/2014,0,0,Wednesday
STORE1,8/14/2014,0,0,Thursday
STORE1,8/15/2014,2,0,Friday
STORE1,8/16/2014,0,0,Saturday
STORE1,8/17/2014,0,0,Sunday
STORE1,8/18/2014,0,0,Monday
STORE1,8/19/2014,0,0,Tuesday
STORE1,8/20/2014,1,0,Wednesday
STORE1,8/21/2014,0,0,Thursday
STORE1,8/22/2014,1,0,Friday
STORE1,8/23/2014,1,0,Saturday
STORE1,8/24/2014,0,0,Sunday
STORE1,8/25/2014,0,0,Monday
STORE1,8/26/2014,0,0,Tuesday
STORE1,8/27/2014,0,0,Wednesday
STORE1,8/28/2014,0,0,Thursday
STORE1,8/29/2014,0,0,Friday
STORE1,8/30/2014,0,0,Saturday
STORE1,8/31/2014,0,0,Sunday
STORE1,9/1/2014,0,0,Monday
STORE1,9/2/2014,0,0,Tuesday
STORE1,9/3/2014,8,0,Wednesday
STORE1,9/4/2014,8,0,Thursday
STORE1,9/5/2014,1,0,Friday
STORE1,9/6/2014,2,0,Saturday
STORE1,9/7/2014,0,0,Sunday
STORE1,9/8/2014,2,0,Monday
STORE1,9/9/2014,2,0,Tuesday
STORE1,9/10/2014,6,0,Wednesday
STORE1,9/11/2014,0,0,Thursday
STORE1,9/12/2014,5,0,Friday
STORE1,9/13/2014,8,0,Saturday
STORE1,9/14/2014,0,0,Sunday
STORE1,9/15/2014,5,0,Monday
STORE1,9/16/2014,0,0,Tuesday
STORE1,9/17/2014,0,0,Wednesday
STORE1,9/18/2014,0,0,Thursday
STORE1,9/19/2014,0,0,Friday
STORE1,9/20/2014,0,0,Saturday
STORE1,9/21/2014,0,0,Sunday
STORE1,9/22/2014,0,0,Monday
STORE1,9/23/2014,0,0,Tuesday
STORE1,9/24/2014,0,0,Wednesday
STORE1,9/25/2014,0,0,Thursday
STORE1,9/26/2014,0,0,Friday
STORE1,9/27/2014,0,0,Saturday
STORE1,9/28/2014,0,0,Sunday
STORE1,9/29/2014,0,0,Monday
STORE1,9/30/2014,0,0,Tuesday
STORE1,10/1/2014,0,0,Wednesday
STORE1,10/2/2014,0,0,Thursday
STORE1,10/3/2014,0,0,Friday
STORE1,10/4/2014,0,0,Saturday
STORE1,10/5/2014,0,0,Sunday
STORE1,10/6/2014,0,1,Monday
STORE1,10/7/2014,23,1,Tuesday
STORE1,10/8/2014,6,1,Wednesday
STORE1,10/9/2014,5,1,Thursday
STORE1,10/10/2014,5,1,Friday
STORE1,10/11/2014,8,1,Saturday
STORE1,10/12/2014,0,1,Sunday
STORE1,10/13/2014,3,1,Monday
STORE1,10/14/2014,14,1,Tuesday
STORE1,10/15/2014,0,0,Wednesday
STORE1,10/16/2014,1,0,Thursday
STORE1,10/17/2014,0,0,Friday
STORE1,10/18/2014,0,0,Saturday
STORE1,10/19/2014,0,0,Sunday
STORE1,10/20/2014,0,0,Monday
STORE1,10/21/2014,0,0,Tuesday
STORE1,10/22/2014,0,0,Wednesday
STORE1,10/23/2014,0,0,Thursday
STORE1,10/24/2014,0,0,Friday
STORE1,10/25/2014,0,0,Saturday
STORE1,10/26/2014,0,0,Sunday
STORE1,10/27/2014,0,0,Monday
STORE1,10/28/2014,0,0,Tuesday
STORE1,10/29/2014,0,0,Wednesday
STORE1,10/30/2014,0,0,Thursday
STORE1,10/31/2014,0,0,Friday
STORE1,11/1/2014,0,0,Saturday
STORE1,11/2/2014,0,0,Sunday
STORE1,11/3/2014,0,0,Monday
STORE1,11/4/2014,0,0,Tuesday
STORE1,11/5/2014,0,0,Wednesday
STORE1,11/6/2014,0,0,Thursday
STORE1,11/7/2014,0,0,Friday
STORE1,11/8/2014,1,0,Saturday
STORE1,11/9/2014,0,0,Sunday
STORE1,11/10/2014,0,0,Monday
STORE1,11/11/2014,0,0,Tuesday
STORE1,11/12/2014,0,0,Wednesday
STORE1,11/13/2014,0,0,Thursday
STORE1,11/14/2014,0,0,Friday
STORE1,11/15/2014,0,0,Saturday
STORE1,11/16/2014,0,0,Sunday
STORE1,11/17/2014,0,0,Monday
STORE1,11/18/2014,0,0,Tuesday
STORE1,11/19/2014,0,0,Wednesday
STORE1,11/20/2014,0,0,Thursday
STORE1,11/21/2014,0,0,Friday
STORE1,11/22/2014,0,0,Saturday
STORE1,11/23/2014,0,0,Sunday
STORE1,11/24/2014,0,0,Monday
STORE1,11/25/2014,0,0,Tuesday
STORE1,11/26/2014,0,0,Wednesday
STORE1,11/27/2014,0,0,Thursday
STORE1,11/28/2014,0,0,Friday
STORE1,11/29/2014,0,0,Saturday
STORE1,11/30/2014,0,0,Sunday
STORE1,12/1/2014,0,0,Monday
STORE1,12/2/2014,0,0,Tuesday
STORE1,12/3/2014,0,0,Wednesday
STORE1,12/4/2014,0,0,Thursday
STORE1,12/5/2014,1,0,Friday
STORE1,12/6/2014,0,0,Saturday
STORE1,12/7/2014,0,0,Sunday
STORE1,12/8/2014,0,0,Monday
STORE1,12/9/2014,0,0,Tuesday
STORE1,12/10/2014,0,0,Wednesday
STORE1,12/11/2014,0,0,Thursday
STORE1,12/12/2014,0,0,Friday
STORE1,12/13/2014,0,0,Saturday
STORE1,12/14/2014,1,0,Sunday
STORE1,12/15/2014,0,0,Monday
STORE1,12/16/2014,0,0,Tuesday
STORE1,12/17/2014,0,0,Wednesday
STORE1,12/18/2014,0,0,Thursday
STORE1,12/19/2014,1,0,Friday
STORE1,12/20/2014,0,0,Saturday
STORE1,12/21/2014,0,0,Sunday
STORE1,12/22/2014,1,0,Monday
STORE1,12/23/2014,1,0,Tuesday
STORE1,12/24/2014,0,0,Wednesday
STORE1,12/25/2014,0,0,Thursday
STORE1,12/26/2014,7,0,Friday
STORE1,12/27/2014,28,0,Saturday
STORE1,12/28/2014,3,0,Sunday
STORE1,12/29/2014,10,0,Monday
STORE1,12/30/2014,5,0,Tuesday
STORE1,12/31/2014,7,0,Wednesday
STORE1,1/1/2015,0,0,Thursday
STORE1,1/2/2015,6,0,Friday
STORE1,1/3/2015,4,0,Saturday
STORE1,1/4/2015,0,0,Sunday
STORE1,1/5/2015,5,0,Monday
STORE1,1/6/2015,12,0,Tuesday
STORE1,1/7/2015,0,0,Wednesday
STORE1,1/8/2015,0,0,Thursday
STORE1,1/9/2015,0,0,Friday
STORE1,1/10/2015,0,0,Saturday
STORE1,1/11/2015,0,0,Sunday
STORE1,1/12/2015,0,0,Monday
STORE1,1/13/2015,0,0,Tuesday
STORE1,1/14/2015,0,0,Wednesday
STORE1,1/15/2015,0,0,Thursday
STORE1,1/16/2015,0,0,Friday
STORE1,1/17/2015,0,0,Saturday
STORE1,1/18/2015,0,0,Sunday
STORE1,1/19/2015,0,0,Monday
STORE1,1/20/2015,0,0,Tuesday
STORE1,1/21/2015,0,0,Wednesday
STORE1,1/22/2015,0,0,Thursday
STORE1,1/23/2015,1,0,Friday
STORE1,1/24/2015,0,0,Saturday
STORE1,1/25/2015,0,0,Sunday
STORE1,1/26/2015,0,0,Monday
STORE1,1/27/2015,0,0,Tuesday
STORE1,1/28/2015,0,0,Wednesday
STORE1,1/29/2015,1,0,Thursday
STORE1,1/30/2015,0,0,Friday
STORE1,1/31/2015,0,0,Saturday
STORE1,2/1/2015,0,0,Sunday
STORE1,2/2/2015,0,1,Monday
STORE1,2/3/2015,3,1,Tuesday
STORE1,2/4/2015,2,1,Wednesday
STORE1,2/5/2015,2,1,Thursday
STORE1,2/6/2015,2,1,Friday
STORE1,2/7/2015,1,1,Saturday
STORE1,2/8/2015,0,1,Sunday
STORE1,2/9/2015,1,1,Monday
STORE1,2/10/2015,1,1,Tuesday
STORE1,2/11/2015,2,1,Wednesday
STORE1,2/12/2015,0,0,Thursday
STORE1,2/13/2015,0,0,Friday
STORE1,2/14/2015,0,0,Saturday
STORE1,2/15/2015,0,0,Sunday
STORE1,2/16/2015,0,0,Monday
STORE1,2/17/2015,0,0,Tuesday
STORE1,2/18/2015,0,0,Wednesday
STORE1,2/19/2015,0,0,Thursday
STORE1,2/20/2015,1,0,Friday
STORE1,2/21/2015,0,0,Saturday
STORE1,2/22/2015,0,0,Sunday
STORE1,2/23/2015,0,0,Monday
STORE1,2/24/2015,0,0,Tuesday
STORE1,2/25/2015,0,0,Wednesday
STORE1,2/26/2015,0,0,Thursday
STORE1,2/27/2015,0,0,Friday
STORE1,2/28/2015,0,0,Saturday
STORE1,3/1/2015,0,0,Sunday
STORE1,3/2/2015,0,1,Monday
STORE1,3/3/2015,7,1,Tuesday
STORE1,3/4/2015,4,1,Wednesday
STORE1,3/5/2015,7,1,Thursday
STORE1,3/6/2015,6,1,Friday
STORE1,3/7/2015,4,1,Saturday
STORE1,3/8/2015,0,1,Sunday
STORE1,3/9/2015,8,1,Monday
STORE1,3/10/2015,1,1,Tuesday
STORE1,3/11/2015,0,0,Wednesday
STORE1,3/12/2015,0,0,Thursday
STORE1,3/13/2015,0,0,Friday
STORE1,3/14/2015,0,0,Saturday
STORE1,3/15/2015,0,0,Sunday
STORE1,3/16/2015,1,0,Monday
STORE1,3/17/2015,0,0,Tuesday
STORE1,3/18/2015,0,0,Wednesday
STORE1,3/19/2015,0,0,Thursday
STORE1,3/20/2015,0,0,Friday
STORE1,3/21/2015,0,0,Saturday
STORE1,3/22/2015,0,0,Sunday
STORE1,3/23/2015,0,0,Monday
STORE1,3/24/2015,0,0,Tuesday
STORE1,3/25/2015,0,0,Wednesday
STORE1,3/26/2015,0,0,Thursday
STORE1,3/27/2015,0,0,Friday
STORE1,3/28/2015,0,0,Saturday
STORE1,3/29/2015,0,0,Sunday
STORE1,3/30/2015,1,0,Monday
STORE1,3/31/2015,0,0,Tuesday
STORE1,4/1/2015,0,0,Wednesday
STORE1,4/2/2015,0,0,Thursday
STORE1,4/3/2015,1,0,Friday
STORE1,4/4/2015,0,0,Saturday
STORE1,4/5/2015,0,0,Sunday
STORE1,4/6/2015,0,0,Monday
STORE1,4/7/2015,0,0,Tuesday
STORE1,4/8/2015,0,0,Wednesday
STORE1,4/9/2015,0,0,Thursday
STORE1,4/10/2015,0,0,Friday
STORE1,4/11/2015,0,0,Saturday
STORE1,4/12/2015,0,0,Sunday
STORE1,4/13/2015,0,0,Monday
STORE1,4/14/2015,0,0,Tuesday
STORE1,4/15/2015,0,0,Wednesday
STORE1,4/16/2015,0,0,Thursday
STORE1,4/17/2015,0,0,Friday
STORE1,4/18/2015,0,0,Saturday
STORE1,4/19/2015,0,0,Sunday
STORE1,4/20/2015,0,0,Monday
STORE1,4/21/2015,0,0,Tuesday
STORE1,4/22/2015,0,0,Wednesday
STORE1,4/23/2015,0,0,Thursday
STORE1,4/24/2015,1,0,Friday
STORE1,4/25/2015,0,0,Saturday
STORE1,4/26/2015,0,0,Sunday
STORE1,4/27/2015,0,0,Monday
STORE1,4/28/2015,0,0,Tuesday
STORE1,4/29/2015,0,0,Wednesday
STORE1,4/30/2015,0,0,Thursday
STORE1,5/1/2015,0,0,Friday
STORE1,5/2/2015,0,0,Saturday
STORE1,5/3/2015,0,0,Sunday
STORE1,5/4/2015,0,0,Monday
STORE1,5/5/2015,0,0,Tuesday
STORE1,5/6/2015,0,0,Wednesday
STORE1,5/7/2015,1,0,Thursday
STORE1,5/8/2015,0,0,Friday
STORE1,5/9/2015,0,0,Saturday
STORE1,5/10/2015,0,0,Sunday
STORE1,5/11/2015,0,0,Monday
STORE1,5/12/2015,0,0,Tuesday
STORE1,5/13/2015,1,0,Wednesday
STORE1,5/14/2015,0,0,Thursday
STORE1,5/15/2015,0,0,Friday
STORE1,5/16/2015,0,0,Saturday
STORE1,5/17/2015,0,0,Sunday
STORE1,5/18/2015,0,0,Monday
STORE1,5/19/2015,1,0,Tuesday
STORE1,5/20/2015,0,0,Wednesday
STORE1,5/21/2015,1,0,Thursday
STORE1,5/22/2015,0,0,Friday
STORE1,5/23/2015,0,0,Saturday
STORE1,5/24/2015,0,0,Sunday
STORE1,5/25/2015,0,0,Monday
STORE1,5/26/2015,0,0,Tuesday
STORE1,5/27/2015,0,0,Wednesday
STORE1,5/28/2015,0,0,Thursday
STORE1,5/29/2015,0,0,Friday
STORE1,5/30/2015,0,0,Saturday
STORE1,5/31/2015,0,0,Sunday
STORE1,6/1/2015,0,0,Monday
STORE1,6/2/2015,0,0,Tuesday
STORE1,6/3/2015,0,0,Wednesday
STORE1,6/4/2015,0,0,Thursday
STORE1,6/5/2015,0,0,Friday
STORE1,6/6/2015,0,0,Saturday
STORE1,6/7/2015,0,0,Sunday
STORE1,6/8/2015,0,0,Monday
STORE1,6/9/2015,1,0,Tuesday
STORE1,6/10/2015,0,0,Wednesday
STORE1,6/11/2015,0,0,Thursday
STORE1,6/12/2015,0,0,Friday
STORE1,6/13/2015,0,0,Saturday
STORE1,6/14/2015,0,0,Sunday
STORE1,6/15/2015,0,0,Monday
STORE1,6/16/2015,1,0,Tuesday
STORE1,6/17/2015,0,0,Wednesday
STORE1,6/18/2015,0,0,Thursday
STORE1,6/19/2015,0,0,Friday
STORE1,6/20/2015,1,0,Saturday
STORE1,6/21/2015,0,0,Sunday
STORE1,6/22/2015,0,0,Monday
STORE1,6/23/2015,1,1,Tuesday
STORE1,6/24/2015,4,1,Wednesday
STORE1,6/25/2015,0,1,Thursday
STORE1,6/26/2015,2,1,Friday
STORE1,6/27/2015,2,1,Saturday
STORE1,6/28/2015,0,1,Sunday
STORE1,6/29/2015,1,1,Monday
STORE1,6/30/2015,0,0,Tuesday
STORE1,7/1/2015,1,0,Wednesday
STORE1,7/2/2015,0,0,Thursday
STORE1,7/3/2015,0,0,Friday
STORE1,7/4/2015,0,0,Saturday
STORE1,7/5/2015,0,0,Sunday
STORE1,7/6/2015,1,0,Monday
STORE1,7/7/2015,0,0,Tuesday
STORE1,7/8/2015,0,0,Wednesday
STORE1,7/9/2015,0,0,Thursday
STORE1,7/10/2015,0,0,Friday
STORE1,7/11/2015,1,0,Saturday
STORE1,7/12/2015,0,0,Sunday
STORE1,7/13/2015,0,0,Monday
STORE1,7/14/2015,0,0,Tuesday
STORE1,7/15/2015,2,0,Wednesday
STORE1,7/16/2015,0,0,Thursday
STORE1,7/17/2015,0,0,Friday
STORE1,7/18/2015,0,0,Saturday
STORE1,7/19/2015,0,0,Sunday
STORE1,7/20/2015,0,0,Monday
STORE1,7/21/2015,0,0,Tuesday
STORE1,7/22/2015,0,0,Wednesday
STORE1,7/23/2015,0,0,Thursday
STORE1,7/24/2015,0,0,Friday
STORE1,7/25/2015,0,0,Saturday
STORE1,7/26/2015,0,0,Sunday
STORE1,7/27/2015,0,0,Monday
STORE1,7/28/2015,0,0,Tuesday
STORE1,7/29/2015,0,0,Wednesday
STORE1,7/30/2015,0,0,Thursday
STORE1,7/31/2015,0,0,Friday
STORE2,1/8/2014,3,1,Wednesday
STORE2,1/9/2014,0,1,Thursday
STORE2,1/10/2014,1,1,Friday
STORE2,1/11/2014,9,1,Saturday
STORE2,1/12/2014,0,1,Sunday
STORE2,1/13/2014,0,0,Monday
STORE2,1/14/2014,0,0,Tuesday
STORE2,1/15/2014,0,0,Wednesday
STORE2,1/16/2014,0,0,Thursday
STORE2,1/17/2014,1,0,Friday
STORE2,1/18/2014,0,0,Saturday
STORE2,1/19/2014,0,0,Sunday
STORE2,1/20/2014,0,0,Monday
STORE2,1/21/2014,0,0,Tuesday
STORE2,1/22/2014,0,0,Wednesday
STORE2,1/23/2014,0,0,Thursday
STORE2,1/24/2014,0,0,Friday
STORE2,1/25/2014,3,0,Saturday
STORE2,1/26/2014,0,0,Sunday
STORE2,1/27/2014,1,0,Monday
STORE2,1/28/2014,2,1,Tuesday
STORE2,1/29/2014,15,1,Wednesday
STORE2,1/30/2014,14,1,Thursday
STORE2,1/31/2014,17,1,Friday
STORE2,2/1/2014,37,1,Saturday
STORE2,2/2/2014,0,1,Sunday
STORE2,2/3/2014,14,1,Monday
STORE2,2/4/2014,12,1,Tuesday
STORE2,2/5/2014,30,1,Wednesday
STORE2,2/6/2014,19,1,Thursday
STORE2,2/7/2014,16,1,Friday
STORE2,2/8/2014,37,1,Saturday
STORE2,2/9/2014,0,1,Sunday
STORE2,2/10/2014,15,1,Monday
STORE2,2/11/2014,5,1,Tuesday
STORE2,2/12/2014,8,1,Wednesday
STORE2,2/13/2014,4,1,Thursday
STORE2,2/14/2014,1,1,Friday
STORE2,2/15/2014,0,1,Saturday
STORE2,2/16/2014,0,1,Sunday
STORE2,2/17/2014,1,0,Monday
STORE2,2/18/2014,0,0,Tuesday
STORE2,2/19/2014,1,0,Wednesday
STORE2,2/20/2014,0,0,Thursday
STORE2,2/21/2014,0,0,Friday
STORE2,2/22/2014,0,0,Saturday
STORE2,2/23/2014,0,0,Sunday
STORE2,2/24/2014,1,0,Monday
STORE2,2/25/2014,0,0,Tuesday
STORE2,2/26/2014,0,0,Wednesday
STORE2,2/27/2014,0,0,Thursday
STORE2,2/28/2014,0,0,Friday
STORE2,3/1/2014,0,0,Saturday
STORE2,3/2/2014,0,0,Sunday
STORE2,3/3/2014,0,0,Monday
STORE2,3/4/2014,0,0,Tuesday
STORE2,3/5/2014,0,0,Wednesday
STORE2,3/6/2014,0,0,Thursday
STORE2,3/7/2014,0,0,Friday
STORE2,3/8/2014,0,0,Saturday
STORE2,3/9/2014,0,0,Sunday
STORE2,3/10/2014,0,0,Monday
STORE2,3/11/2014,2,0,Tuesday
STORE2,3/12/2014,0,0,Wednesday
STORE2,3/13/2014,0,0,Thursday
STORE2,3/14/2014,1,0,Friday
STORE2,3/15/2014,0,0,Saturday
STORE2,3/16/2014,0,0,Sunday
STORE2,3/17/2014,0,0,Monday
STORE2,3/18/2014,0,0,Tuesday
STORE2,3/19/2014,1,0,Wednesday
STORE2,3/20/2014,1,0,Thursday
STORE2,3/21/2014,0,0,Friday
STORE2,3/22/2014,1,0,Saturday
STORE2,3/23/2014,0,0,Sunday
STORE2,3/24/2014,1,1,Monday
STORE2,3/25/2014,8,1,Tuesday
STORE2,3/26/2014,7,1,Wednesday
STORE2,3/27/2014,8,1,Thursday
STORE2,3/28/2014,6,1,Friday
STORE2,3/29/2014,25,1,Saturday
STORE2,3/30/2014,0,1,Sunday
STORE2,3/31/2014,1,1,Monday
STORE2,4/1/2014,1,1,Tuesday
STORE2,4/2/2014,0,0,Wednesday
STORE2,4/3/2014,1,0,Thursday
STORE2,4/4/2014,0,0,Friday
STORE2,4/5/2014,1,0,Saturday
STORE2,4/6/2014,0,0,Sunday
STORE2,4/7/2014,0,0,Monday
STORE2,4/8/2014,0,0,Tuesday
STORE2,4/9/2014,1,0,Wednesday
STORE2,4/10/2014,0,0,Thursday
STORE2,4/11/2014,3,0,Friday
STORE2,4/12/2014,2,0,Saturday
