dim_product_eurocategory_desc,dim_period_year_desc,dim_market_channel_desc,dim_product_super_group_desc,dim_roi_range_desc,number_of_tpr_weeks,number_of_display_weeks,number_of_feature_weeks,number_of_event_weeks,mfr_roi_value,trade_direct_promo_spend,number_of_weeks,PPI,BP,DISO,FEAO,FEDI
ABRASIVE CLEANING PADS,2013,FR HYPERS + SUPERS,HOMECARE,,0,0,0,0,0,0,183636,-1.510734385,-0.853991293,0.441221077,0.320948447,0.938083239
ABRASIVE CLEANING PADS,2013,FR HYPERS + SUPERS,HOMECARE,0-1,456,104,110,472,-146959.8311,379271.3952,472,-1.510734385,-0.853991293,0.441221077,0.320948447,0.938083239
ABRASIVE CLEANING PADS,2013,FR HYPERS + SUPERS,HOMECARE,<0,5,27,5,31,-38081.52609,13927.92147,31,-1.510734385,-0.853991293,0.441221077,0.320948447,0.938083239
ABRASIVE CLEANING PADS,2013,FR HYPERS + SUPERS,HOMECARE,>1,387,199,107,439,214887.0321,269568.4138,439,-1.510734385,-0.853991293,0.441221077,0.320948447,0.938083239
ABRASIVE CLEANING PADS,2014,FR HYPERS + SUPERS,HOMECARE,,0,0,0,0,0,0,189131,-1.510734385,-0.853991293,0.441221077,0.320948447,0.938083239
ABRASIVE CLEANING PADS,2014,FR HYPERS + SUPERS,HOMECARE,0-1,513,103,133,516,-239783.5979,686167.458,516,-1.510734385,-0.853991293,0.441221077,0.320948447,0.938083239
ABRASIVE CLEANING PADS,2014,FR HYPERS + SUPERS,HOMECARE,<0,17,16,4,29,-52550.97875,29758.76671,29,-1.510734385,-0.853991293,0.441221077,0.320948447,0.938083239
ABRASIVE CLEANING PADS,2014,FR HYPERS + SUPERS,HOMECARE,>1,355,145,109,379,114146.6118,339312.0245,379,-1.510734385,-0.853991293,0.441221077,0.320948447,0.938083239
ABRASIVE CLEANING PADS,2015,FR HYPERS + SUPERS,HOMECARE,,0,0,0,0,0,0,190825,-1.510734385,-0.853991293,0.441221077,0.320948447,0.938083239
ABRASIVE CLEANING PADS,2015,FR HYPERS + SUPERS,HOMECARE,0-1,360,111,132,371,-348900.6567,837280.2962,371,-1.510734385,-0.853991293,0.441221077,0.320948447,0.938083239
ABRASIVE CLEANING PADS,2015,FR HYPERS + SUPERS,HOMECARE,<0,23,29,15,42,-152404.8346,77657.29994,42,-1.510734385,-0.853991293,0.441221077,0.320948447,0.938083239
ABRASIVE CLEANING PADS,2015,FR HYPERS + SUPERS,HOMECARE,>1,324,179,109,363,130820.5084,352359.3249,363,-1.510734385,-0.853991293,0.441221077,0.320948447,0.938083239
ACNE REMEDIES,2013,FR HYPERS + SUPERS,HBA,,0,0,0,0,0,0,137079,-1.118502561,-0.477708494,0.465602621,0.358532464,0.619754013
ACNE REMEDIES,2013,FR HYPERS + SUPERS,HBA,0-1,934,270,175,944,-114966.1545,499799.45,944,-1.118502561,-0.477708494,0.465602621,0.358532464,0.619754013
ACNE REMEDIES,2013,FR HYPERS + SUPERS,HBA,<0,19,4,2,23,-2792.738856,2116.287496,23,-1.118502561,-0.477708494,0.465602621,0.358532464,0.619754013
ACNE REMEDIES,2013,FR HYPERS + SUPERS,HBA,>1,781,246,42,786,130818.4716,239764.2957,786,-1.118502561,-0.477708494,0.465602621,0.358532464,0.619754013
ACNE REMEDIES,2014,FR HYPERS + SUPERS,HBA,,0,0,0,0,0,0,133495,-1.118502561,-0.477708494,0.465602621,0.358532464,0.619754013
ACNE REMEDIES,2014,FR HYPERS + SUPERS,HBA,0-1,1117,250,179,1125,-112132.4793,397648.0394,1125,-1.118502561,-0.477708494,0.465602621,0.358532464,0.619754013
ACNE REMEDIES,2014,FR HYPERS + SUPERS,HBA,<0,23,1,3,23,-3696.125028,3006.66819,23,-1.118502561,-0.477708494,0.465602621,0.358532464,0.619754013
ACNE REMEDIES,2014,FR HYPERS + SUPERS,HBA,>1,921,270,65,928,120444.3579,282947.9127,928,-1.118502561,-0.477708494,0.465602621,0.358532464,0.619754013
ACNE REMEDIES,2015,FR HYPERS + SUPERS,HBA,,0,0,0,0,0,0,118900,-1.118502561,-0.477708494,0.465602621,0.358532464,0.619754013
ACNE REMEDIES,2015,FR HYPERS + SUPERS,HBA,0-1,805,329,182,812,-91159.30375,388141.9585,812,-1.118502561,-0.477708494,0.465602621,0.358532464,0.619754013
ACNE REMEDIES,2015,FR HYPERS + SUPERS,HBA,<0,22,4,2,25,-3513.772527,2578.858466,25,-1.118502561,-0.477708494,0.465602621,0.358532464,0.619754013
ACNE REMEDIES,2015,FR HYPERS + SUPERS,HBA,>1,744,255,33,750,136157.6109,303112.3322,750,-1.118502561,-0.477708494,0.465602621,0.358532464,0.619754013
ADULT INCONTINENCE,2013,FR HYPERS + SUPERS,PAPER PROD.,,0,0,0,0,0,0,69922,-0.391486438,-0.18924219,0.103509536,0.144983213,0.568623987
ADULT INCONTINENCE,2013,FR HYPERS + SUPERS,PAPER PROD.,0-1,276,43,56,279,-78167.48756,138926.6902,279,-0.391486438,-0.18924219,0.103509536,0.144983213,0.568623987
ADULT INCONTINENCE,2013,FR HYPERS + SUPERS,PAPER PROD.,<0,3,0,0,3,-537.522339,444.6850149,3,-0.391486438,-0.18924219,0.103509536,0.144983213,0.568623987
ADULT INCONTINENCE,2013,FR HYPERS + SUPERS,PAPER PROD.,>1,109,57,50,111,10804.5137,36673.10535,111,-0.391486438,-0.18924219,0.103509536,0.144983213,0.568623987
ADULT INCONTINENCE,2014,FR HYPERS + SUPERS,PAPER PROD.,,0,0,0,0,0,0,81442,-0.391486438,-0.18924219,0.103509536,0.144983213,0.568623987
ADULT INCONTINENCE,2014,FR HYPERS + SUPERS,PAPER PROD.,0-1,377,143,150,384,-66071.58014,170240.0113,384,-0.391486438,-0.18924219,0.103509536,0.144983213,0.568623987
ADULT INCONTINENCE,2014,FR HYPERS + SUPERS,PAPER PROD.,<0,11,13,7,20,-2074.29826,1648.267358,20,-0.391486438,-0.18924219,0.103509536,0.144983213,0.568623987
ADULT INCONTINENCE,2014,FR HYPERS + SUPERS,PAPER PROD.,>1,141,81,45,153,15918.5918,33734.93253,153,-0.391486438,-0.18924219,0.103509536,0.144983213,0.568623987
ADULT INCONTINENCE,2015,FR HYPERS + SUPERS,PAPER PROD.,,0,0,0,0,0,0,95568,-0.391486438,-0.18924219,0.103509536,0.144983213,0.568623987
ADULT INCONTINENCE,2015,FR HYPERS + SUPERS,PAPER PROD.,0-1,521,264,297,532,-129769.1905,322859.3991,532,-0.391486438,-0.18924219,0.103509536,0.144983213,0.568623987
ADULT INCONTINENCE,2015,FR HYPERS + SUPERS,PAPER PROD.,<0,34,8,7,36,-15614.34452,10537.0371,36,-0.391486438,-0.18924219,0.103509536,0.144983213,0.568623987
ADULT INCONTINENCE,2015,FR HYPERS + SUPERS,PAPER PROD.,>1,169,97,86,174,19572.02319,49282.35407,174,-0.391486438,-0.18924219,0.103509536,0.144983213,0.568623987
ADW DETERGENT,2013,FR HYPERS + SUPERS,HOMECARE,,0,0,0,0,0,0,190075,-2.974932781,-0.798135477,0.462828296,0.379037024,0.777621497
ADW DETERGENT,2013,FR HYPERS + SUPERS,HOMECARE,0-1,1740,949,917,1769,-1365200.57,5776480.4,1769,-2.974932781,-0.798135477,0.462828296,0.379037024,0.777621497
ADW DETERGENT,2013,FR HYPERS + SUPERS,HOMECARE,<0,83,50,34,112,-204211.6884,143027.3664,112,-2.974932781,-0.798135477,0.462828296,0.379037024,0.777621497
ADW DETERGENT,2013,FR HYPERS + SUPERS,HOMECARE,>1,1447,1127,782,1539,1031637.073,3926549.106,1539,-2.974932781,-0.798135477,0.462828296,0.379037024,0.777621497
ADW DETERGENT,2014,FR HYPERS + SUPERS,HOMECARE,,0,0,0,0,0,0,204985,-2.974932781,-0.798135477,0.462828296,0.379037024,0.777621497
ADW DETERGENT,2014,FR HYPERS + SUPERS,HOMECARE,0-1,2118,1233,1138,2181,-1727839.233,8573632.243,2181,-2.974932781,-0.798135477,0.462828296,0.379037024,0.777621497
ADW DETERGENT,2014,FR HYPERS + SUPERS,HOMECARE,<0,136,57,43,158,-166410.1722,102268.9783,158,-2.974932781,-0.798135477,0.462828296,0.379037024,0.777621497
ADW DETERGENT,2014,FR HYPERS + SUPERS,HOMECARE,>1,1610,1228,694,1737,1169219.733,3826045.234,1737,-2.974932781,-0.798135477,0.462828296,0.379037024,0.777621497
ADW DETERGENT,2015,FR HYPERS + SUPERS,HOMECARE,,0,0,0,0,0,0,218992,-2.974932781,-0.798135477,0.462828296,0.379037024,0.777621497
ADW DETERGENT,2015,FR HYPERS + SUPERS,HOMECARE,0-1,2306,1417,1416,2355,-2259644.841,11144224.8,2355,-2.974932781,-0.798135477,0.462828296,0.379037024,0.777621497
ADW DETERGENT,2015,FR HYPERS + SUPERS,HOMECARE,<0,132,38,44,151,-189710.6549,129044.6584,151,-2.974932781,-0.798135477,0.462828296,0.379037024,0.777621497
ADW DETERGENT,2015,FR HYPERS + SUPERS,HOMECARE,>1,1628,1276,754,1723,1375314.463,3651304.838,1723,-2.974932781,-0.798135477,0.462828296,0.379037024,0.777621497
ADW RINSE,2013,FR HYPERS + SUPERS,HOMECARE,,0,0,0,0,0,0,16545,-0.969902173,-0.784863224,0.141715551,0.324507477,0.25097786
ADW RINSE,2013,FR HYPERS + SUPERS,HOMECARE,0-1,36,8,8,36,-15511.89458,41003.88789,36,-0.969902173,-0.784863224,0.141715551,0.324507477,0.25097786
ADW RINSE,2013,FR HYPERS + SUPERS,HOMECARE,>1,16,12,4,20,3117.9793,10034.14588,20,-0.969902173,-0.784863224,0.141715551,0.324507477,0.25097786
ADW RINSE,2014,FR HYPERS + SUPERS,HOMECARE,,0,0,0,0,0,0,17082,-0.969902173,-0.784863224,0.141715551,0.324507477,0.25097786
ADW RINSE,2014,FR HYPERS + SUPERS,HOMECARE,0-1,55,16,25,55,-22728.2832,110866.1757,55,-0.969902173,-0.784863224,0.141715551,0.324507477,0.25097786
ADW RINSE,2014,FR HYPERS + SUPERS,HOMECARE,<0,6,5,2,8,-17476.87503,10104.13919,8,-0.969902173,-0.784863224,0.141715551,0.324507477,0.25097786
ADW RINSE,2014,FR HYPERS + SUPERS,HOMECARE,>1,17,12,2,18,4321.518153,21482.85203,18,-0.969902173,-0.784863224,0.141715551,0.324507477,0.25097786
ADW RINSE,2015,FR HYPERS + SUPERS,HOMECARE,,0,0,0,0,0,0,17710,-0.969902173,-0.784863224,0.141715551,0.324507477,0.25097786
ADW RINSE,2015,FR HYPERS + SUPERS,HOMECARE,0-1,76,45,18,83,-25247.0428,56040.34916,83,-0.969902173,-0.784863224,0.141715551,0.324507477,0.25097786
ADW RINSE,2015,FR HYPERS + SUPERS,HOMECARE,<0,4,1,1,4,-783.5154354,614.0034494,4,-0.969902173,-0.784863224,0.141715551,0.324507477,0.25097786
ADW RINSE,2015,FR HYPERS + SUPERS,HOMECARE,>1,56,47,6,66,17555.7747,42134.71002,66,-0.969902173,-0.784863224,0.141715551,0.324507477,0.25097786
ADW SALT,2013,FR HYPERS + SUPERS,HOMECARE,,0,0,0,0,0,0,10509,-1.658115039,-0.689845808,0.077307442,0.337848249,0
ADW SALT,2013,FR HYPERS + SUPERS,HOMECARE,0-1,33,6,6,33,-14600.25187,38256.29979,33,-1.658115039,-0.689845808,0.077307442,0.337848249,0
ADW SALT,2013,FR HYPERS + SUPERS,HOMECARE,>1,3,3,0,3,1105.231361,5762.699635,3,-1.658115039,-0.689845808,0.077307442,0.337848249,0
ADW SALT,2014,FR HYPERS + SUPERS,HOMECARE,,0,0,0,0,0,0,10916,-1.658115039,-0.689845808,0.077307442,0.337848249,0
ADW SALT,2014,FR HYPERS + SUPERS,HOMECARE,0-1,18,4,3,18,-5321.7025,15618.71402,18,-1.658115039,-0.689845808,0.077307442,0.337848249,0
ADW SALT,2015,FR HYPERS + SUPERS,HOMECARE,,0,0,0,0,0,0,11612,-1.658115039,-0.689845808,0.077307442,0.337848249,0
ADW SALT,2015,FR HYPERS + SUPERS,HOMECARE,0-1,19,4,6,19,-9717.746529,22810.87234,19,-1.658115039,-0.689845808,0.077307442,0.337848249,0
ADW SALT,2015,FR HYPERS + SUPERS,HOMECARE,>1,5,2,0,6,203.0005504,1336.66569,6,-1.658115039,-0.689845808,0.077307442,0.337848249,0
AFTER SHAVE,2013,FR HYPERS + SUPERS,HBA,,0,0,0,0,0,0,90018,-0.518797018,-0.707729334,0.262107633,0.319039297,1.073039589
AFTER SHAVE,2013,FR HYPERS + SUPERS,HBA,0-1,281,57,20,285,-10710.43877,39146.3127,285,-0.518797018,-0.707729334,0.262107633,0.319039297,1.073039589
AFTER SHAVE,2013,FR HYPERS + SUPERS,HBA,<0,5,0,0,5,-476.6990251,310.327486,5,-0.518797018,-0.707729334,0.262107633,0.319039297,1.073039589
AFTER SHAVE,2013,FR HYPERS + SUPERS,HBA,>1,243,71,8,255,12794.43456,32072.32994,255,-0.518797018,-0.707729334,0.262107633,0.319039297,1.073039589
AFTER SHAVE,2014,FR HYPERS + SUPERS,HBA,,0,0,0,0,0,0,89974,-0.518797018,-0.707729334,0.262107633,0.319039297,1.073039589
AFTER SHAVE,2014,FR HYPERS + SUPERS,HBA,0-1,323,118,54,331,-35563.33111,157343.4339,331,-0.518797018,-0.707729334,0.262107633,0.319039297,1.073039589
AFTER SHAVE,2014,FR HYPERS + SUPERS,HBA,<0,15,2,3,15,-1345.86112,1003.156212,15,-0.518797018,-0.707729334,0.262107633,0.319039297,1.073039589
AFTER SHAVE,2014,FR HYPERS + SUPERS,HBA,>1,256,93,27,274,20076.29466,54904.77853,274,-0.518797018,-0.707729334,0.262107633,0.319039297,1.073039589
AFTER SHAVE,2015,FR HYPERS + SUPERS,HBA,,0,0,0,0,0,0,84652,-0.518797018,-0.707729334,0.262107633,0.319039297,1.073039589
AFTER SHAVE,2015,FR HYPERS + SUPERS,HBA,0-1,300,104,68,303,-33083.92251,139050.6931,303,-0.518797018,-0.707729334,0.262107633,0.319039297,1.073039589
AFTER SHAVE,2015,FR HYPERS + SUPERS,HBA,<0,10,2,1,11,-2723.562367,1879.131952,11,-0.518797018,-0.707729334,0.262107633,0.319039297,1.073039589
AFTER SHAVE,2015,FR HYPERS + SUPERS,HBA,>1,218,84,27,228,14113.29931,48041.00467,228,-0.518797018,-0.707729334,0.262107633,0.319039297,1.073039589
AFTERSUN,2013,FR HYPERS + SUPERS,HBA,,0,0,0,0,0,0,56579,-0.422543459,-0.022014122,0.0555458,0,1.79176
AFTERSUN,2013,FR HYPERS + SUPERS,HBA,0-1,240,112,9,283,-20864.41376,65235.41373,283,-0.422543459,-0.022014122,0.0555458,0,1.79176
AFTERSUN,2013,FR HYPERS + SUPERS,HBA,<0,43,4,0,45,-6413.642017,4678.84929,45,-0.422543459,-0.022014122,0.0555458,0,1.79176
AFTERSUN,2013,FR HYPERS + SUPERS,HBA,>1,295,150,6,346,34233.42044,88526.03359,346,-0.422543459,-0.022014122,0.0555458,0,1.79176
AFTERSUN,2014,FR HYPERS + SUPERS,HBA,,0,0,0,0,0,0,56214,-0.422543459,-0.022014122,0.0555458,0,1.79176
AFTERSUN,2014,FR HYPERS + SUPERS,HBA,0-1,313,156,18,356,-33130.74361,108629.5634,356,-0.422543459,-0.022014122,0.0555458,0,1.79176
AFTERSUN,2014,FR HYPERS + SUPERS,HBA,<0,35,2,3,37,-6157.47629,3257.559972,37,-0.422543459,-0.022014122,0.0555458,0,1.79176
AFTERSUN,2014,FR HYPERS + SUPERS,HBA,>1,415,256,33,488,56467.24771,119449.8375,488,-0.422543459,-0.022014122,0.0555458,0,1.79176
AFTERSUN,2015,FR HYPERS + SUPERS,HBA,,0,0,0,0,0,0,53785,-0.422543459,-0.022014122,0.0555458,0,1.79176
AFTERSUN,2015,FR HYPERS + SUPERS,HBA,0-1,289,166,12,334,-23548.29179,69351.11737,334,-0.422543459,-0.022014122,0.0555458,0,1.79176
AFTERSUN,2015,FR HYPERS + SUPERS,HBA,<0,29,5,2,31,-11702.12969,5861.574741,31,-0.422543459,-0.022014122,0.0555458,0,1.79176
AFTERSUN,2015,FR HYPERS + SUPERS,HBA,>1,387,241,1,459,52086.43507,114172.1269,459,-0.422543459,-0.022014122,0.0555458,0,1.79176
AIR FRESHENERS,2013,FR HYPERS + SUPERS,HOMECARE,,0,0,0,0,0,0,1707158,-1.271455015,-0.781138626,0.542063746,0.220687567,0.710160453
AIR FRESHENERS,2013,FR HYPERS + SUPERS,HOMECARE,0-1,6593,2600,2782,6889,-1128359.958,4455273.967,6889,-1.271455015,-0.781138626,0.542063746,0.220687567,0.710160453
AIR FRESHENERS,2013,FR HYPERS + SUPERS,HOMECARE,<0,497,121,96,558,-112957.6433,66025.55393,558,-1.271455015,-0.781138626,0.542063746,0.220687567,0.710160453
AIR FRESHENERS,2013,FR HYPERS + SUPERS,HOMECARE,>1,4705,3009,1314,5487,775632.81,1842194.275,5487,-1.271455015,-0.781138626,0.542063746,0.220687567,0.710160453
AIR FRESHENERS,2014,FR HYPERS + SUPERS,HOMECARE,,0,0,0,0,0,0,1782063,-1.271455015,-0.781138626,0.542063746,0.220687567,0.710160453
AIR FRESHENERS,2014,FR HYPERS + SUPERS,HOMECARE,0-1,7399,3210,3256,7710,-1194740.079,4411753.136,7710,-1.271455015,-0.781138626,0.542063746,0.220687567,0.710160453
AIR FRESHENERS,2014,FR HYPERS + SUPERS,HOMECARE,<0,495,117,105,550,-144213.0939,94860.36043,550,-1.271455015,-0.781138626,0.542063746,0.220687567,0.710160453
AIR FRESHENERS,2014,FR HYPERS + SUPERS,HOMECARE,>1,4924,3111,937,5723,661099.9229,1500888.578,5723,-1.271455015,-0.781138626,0.542063746,0.220687567,0.710160453
AIR FRESHENERS,2015,FR HYPERS + SUPERS,HOMECARE,,0,0,0,0,0,0,1884170,-1.271455015,-0.781138626,0.542063746,0.220687567,0.710160453
AIR FRESHENERS,2015,FR HYPERS + SUPERS,HOMECARE,0-1,7577,3662,3781,7806,-1629104.211,7084153.725,7806,-1.271455015,-0.781138626,0.542063746,0.220687567,0.710160453
AIR FRESHENERS,2015,FR HYPERS + SUPERS,HOMECARE,<0,450,114,109,510,-161127.9575,115856.7863,510,-1.271455015,-0.781138626,0.542063746,0.220687567,0.710160453
AIR FRESHENERS,2015,FR HYPERS + SUPERS,HOMECARE,>1,4464,2852,1080,5089,686654.5601,1898053.526,5089,-1.271455015,-0.781138626,0.542063746,0.220687567,0.710160453
ALCOHOLIC PRE-MIX,2013,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,,0,0,0,0,0,0,183663,-2.813513693,-1.878576567,0.275420914,0.228289083,0.474488118
ALCOHOLIC PRE-MIX,2013,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,0-1,816,316,346,836,-137842.7381,624595.4335,836,-2.813513693,-1.878576567,0.275420914,0.228289083,0.474488118
ALCOHOLIC PRE-MIX,2013,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,<0,24,14,14,33,-5210.392059,3762.756226,33,-2.813513693,-1.878576567,0.275420914,0.228289083,0.474488118
ALCOHOLIC PRE-MIX,2013,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,>1,891,458,421,924,251682.7176,662029.2348,924,-2.813513693,-1.878576567,0.275420914,0.228289083,0.474488118
ALCOHOLIC PRE-MIX,2014,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,,0,0,0,0,0,0,208012,-2.813513693,-1.878576567,0.275420914,0.228289083,0.474488118
ALCOHOLIC PRE-MIX,2014,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,0-1,801,355,390,831,-161743.1687,746032.7654,831,-2.813513693,-1.878576567,0.275420914,0.228289083,0.474488118
ALCOHOLIC PRE-MIX,2014,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,<0,38,13,11,45,-10749.50144,6783.262973,45,-2.813513693,-1.878576567,0.275420914,0.228289083,0.474488118
ALCOHOLIC PRE-MIX,2014,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,>1,1162,687,552,1226,302457.0621,892762.0942,1226,-2.813513693,-1.878576567,0.275420914,0.228289083,0.474488118
ALCOHOLIC PRE-MIX,2015,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,,0,0,0,0,0,0,291422,-2.813513693,-1.878576567,0.275420914,0.228289083,0.474488118
ALCOHOLIC PRE-MIX,2015,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,0-1,1058,477,514,1089,-251878.8247,1060327.187,1089,-2.813513693,-1.878576567,0.275420914,0.228289083,0.474488118
ALCOHOLIC PRE-MIX,2015,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,<0,43,21,19,57,-13365.51321,9729.854465,57,-2.813513693,-1.878576567,0.275420914,0.228289083,0.474488118
ALCOHOLIC PRE-MIX,2015,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,>1,1445,842,620,1508,385689.8019,1185717.667,1508,-2.813513693,-1.878576567,0.275420914,0.228289083,0.474488118
ALUMINIUM FOIL,2013,FR HYPERS + SUPERS,HOMECARE,,0,0,0,0,0,0,41553,-0.916673706,-0.574702131,0.223795392,0.678061298,1.037220816
ALUMINIUM FOIL,2013,FR HYPERS + SUPERS,HOMECARE,0-1,181,22,30,186,-43921.2527,131860.6956,186,-0.916673706,-0.574702131,0.223795392,0.678061298,1.037220816
ALUMINIUM FOIL,2013,FR HYPERS + SUPERS,HOMECARE,<0,2,0,0,2,-150.4230766,69.9480219,2,-0.916673706,-0.574702131,0.223795392,0.678061298,1.037220816
ALUMINIUM FOIL,2013,FR HYPERS + SUPERS,HOMECARE,>1,99,32,25,102,22272.20143,83894.77522,102,-0.916673706,-0.574702131,0.223795392,0.678061298,1.037220816
ALUMINIUM FOIL,2014,FR HYPERS + SUPERS,HOMECARE,,0,0,0,0,0,0,43913,-0.916673706,-0.574702131,0.223795392,0.678061298,1.037220816
ALUMINIUM FOIL,2014,FR HYPERS + SUPERS,HOMECARE,0-1,174,21,41,175,-91701.36446,175651.5942,175,-0.916673706,-0.574702131,0.223795392,0.678061298,1.037220816
ALUMINIUM FOIL,2014,FR HYPERS + SUPERS,HOMECARE,<0,1,2,1,3,-5217.162691,2317.29202,3,-0.916673706,-0.574702131,0.223795392,0.678061298,1.037220816
ALUMINIUM FOIL,2014,FR HYPERS + SUPERS,HOMECARE,>1,68,20,16,69,35899.63094,48171.47635,69,-0.916673706,-0.574702131,0.223795392,0.678061298,1.037220816
ALUMINIUM FOIL,2015,FR HYPERS + SUPERS,HOMECARE,,0,0,0,0,0,0,42419,-0.916673706,-0.574702131,0.223795392,0.678061298,1.037220816
ALUMINIUM FOIL,2015,FR HYPERS + SUPERS,HOMECARE,0-1,84,24,35,85,-18732.98433,55736.59712,85,-0.916673706,-0.574702131,0.223795392,0.678061298,1.037220816
ALUMINIUM FOIL,2015,FR HYPERS + SUPERS,HOMECARE,<0,3,1,0,4,-1528.183833,598.346776,4,-0.916673706,-0.574702131,0.223795392,0.678061298,1.037220816
ALUMINIUM FOIL,2015,FR HYPERS + SUPERS,HOMECARE,>1,33,12,12,35,4178.371931,31281.99898,35,-0.916673706,-0.574702131,0.223795392,0.678061298,1.037220816
AMBIENT OTHERS,2013,FR HYPERS + SUPERS,FOOD - AMBIENT,,0,0,0,0,0,0,1237138,-1.50852204,-0.817050935,0.255657699,0.379231634,0.857278955
AMBIENT OTHERS,2013,FR HYPERS + SUPERS,FOOD - AMBIENT,0-1,2750,798,610,2872,-354886.775,1344516.971,2872,-1.50852204,-0.817050935,0.255657699,0.379231634,0.857278955
AMBIENT OTHERS,2013,FR HYPERS + SUPERS,FOOD - AMBIENT,<0,106,42,25,137,-27922.32516,17444.62224,137,-1.50852204,-0.817050935,0.255657699,0.379231634,0.857278955
AMBIENT OTHERS,2013,FR HYPERS + SUPERS,FOOD - AMBIENT,>1,1738,1154,513,2001,429767.7023,1015412.382,2001,-1.50852204,-0.817050935,0.255657699,0.379231634,0.857278955
AMBIENT OTHERS,2014,FR HYPERS + SUPERS,FOOD - AMBIENT,,0,0,0,0,0,0,1275868,-1.50852204,-0.817050935,0.255657699,0.379231634,0.857278955
AMBIENT OTHERS,2014,FR HYPERS + SUPERS,FOOD - AMBIENT,0-1,2931,970,829,3073,-462496.8952,1549431.767,3073,-1.50852204,-0.817050935,0.255657699,0.379231634,0.857278955
AMBIENT OTHERS,2014,FR HYPERS + SUPERS,FOOD - AMBIENT,<0,142,30,14,162,-42999.27847,30403.02169,162,-1.50852204,-0.817050935,0.255657699,0.379231634,0.857278955
AMBIENT OTHERS,2014,FR HYPERS + SUPERS,FOOD - AMBIENT,>1,1867,1147,566,2077,502563.5428,970766.4124,2077,-1.50852204,-0.817050935,0.255657699,0.379231634,0.857278955
AMBIENT OTHERS,2015,FR HYPERS + SUPERS,FOOD - AMBIENT,,0,0,0,0,0,0,1319606,-1.50852204,-0.817050935,0.255657699,0.379231634,0.857278955
AMBIENT OTHERS,2015,FR HYPERS + SUPERS,FOOD - AMBIENT,0-1,2568,918,823,2696,-447328.8881,1623623.76,2696,-1.50852204,-0.817050935,0.255657699,0.379231634,0.857278955
AMBIENT OTHERS,2015,FR HYPERS + SUPERS,FOOD - AMBIENT,<0,134,34,20,153,-40844.89269,26310.57976,153,-1.50852204,-0.817050935,0.255657699,0.379231634,0.857278955
AMBIENT OTHERS,2015,FR HYPERS + SUPERS,FOOD - AMBIENT,>1,2082,1311,684,2343,516588.0338,1272841.523,2343,-1.50852204,-0.817050935,0.255657699,0.379231634,0.857278955
ANISEED SPIRITS,2013,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,,0,0,0,0,0,0,148901,-2.611413053,-1.546366553,0.237082431,1.79176,0.18842841
ANISEED SPIRITS,2013,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,0-1,151,66,89,163,-101704.5818,316381.6057,163,-2.611413053,-1.546366553,0.237082431,1.79176,0.18842841
ANISEED SPIRITS,2013,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,<0,17,7,8,20,-21129.06335,11251.86649,20,-2.611413053,-1.546366553,0.237082431,1.79176,0.18842841
ANISEED SPIRITS,2013,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,>1,525,363,380,530,3636052.808,4948414.104,530,-2.611413053,-1.546366553,0.237082431,1.79176,0.18842841
ANISEED SPIRITS,2014,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,,0,0,0,0,0,0,168426,-2.611413053,-1.546366553,0.237082431,1.79176,0.18842841
ANISEED SPIRITS,2014,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,0-1,244,106,161,246,-462457.8243,1355605.319,246,-2.611413053,-1.546366553,0.237082431,1.79176,0.18842841
ANISEED SPIRITS,2014,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,<0,14,7,10,22,-73586.98623,36605.24705,22,-2.611413053,-1.546366553,0.237082431,1.79176,0.18842841
ANISEED SPIRITS,2014,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,>1,574,396,448,578,2983247.653,4644466.514,578,-2.611413053,-1.546366553,0.237082431,1.79176,0.18842841
ANISEED SPIRITS,2015,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,,0,0,0,0,0,0,171826,-2.611413053,-1.546366553,0.237082431,1.79176,0.18842841
ANISEED SPIRITS,2015,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,0-1,211,98,143,215,-322823.5233,1716328.759,215,-2.611413053,-1.546366553,0.237082431,1.79176,0.18842841
